jitter_ms,planned_steps,actual_steps,denoise_ms,total_cycle_ms,stop_reason,ego_x,ego_y,ego_yaw,ego_vx,delta_0,delta_1,delta_2,delta_3,delta_4,delta_5,delta_6,delta_7,delta_8,delta_9
42.2617,8,4,21.5441,63.8051,converged,81377.36,49916.91,0.5890,0.00,0.0000,0.0134,0.4026,0.0639,,,,,,
47.8707,7,6,23.0268,70.8969,converged,81377.36,49916.91,0.5890,0.00,0.0000,0.1515,0.6406,1.0543,0.1479,0.0220,,,,
33.0808,10,10,60.1553,93.2353,completed,81377.36,49916.91,0.5890,0.00,0.0000,0.0389,0.1182,0.1169,0.5017,0.5781,1.0197,0.3014,0.2844,0.4775
25.4133,10,3,20.3570,45.7701,converged,81377.36,49916.91,0.5890,0.00,0.0000,0.1427,0.0879,,,,,,,
32.1384,10,3,16.5921,48.7301,converged,81377.36,49916.91,0.5890,0.00,0.0000,0.0188,0.0112,,,,,,,
42.5614,8,3,11.3435,53.9046,converged,81377.36,49916.91,0.5890,0.00,0.0000,0.0769,0.0934,,,,,,,
27.2404,10,5,36.5218,63.7619,converged,81377.36,49916.91,0.5890,0.00,0.0000,0.0736,0.1019,0.1559,0.0670,,,,,
40.2014,8,8,34.4866,74.6876,completed,81377.36,49916.91,0.5890,0.00,0.0000,0.1699,1.6321,3.5612,6.7230,3.5313,4.0641,3.5086,,
51.6750,7,3,13.3460,65.0201,converged,81377.36,49916.91,0.5890,0.00,0.0000,0.0150,0.0272,,,,,,,
31.7370,10,6,26.0490,57.7861,converged,81377.36,49916.91,0.5890,0.00,0.0000,0.0437,0.1965,0.3408,0.6599,0.0379,,,,
26.6450,10,6,26.8516,53.4957,converged,81377.36,49916.91,0.5890,0.00,0.0000,0.0240,0.1982,0.3584,0.8139,0.0286,,,,
28.9770,10,10,70.4668,99.4438,completed,81377.36,49916.91,0.5890,0.00,0.0000,0.1958,1.1567,4.2702,5.3564,7.4639,2.6999,3.2188,3.3044,2.7494
32.6456,10,3,18.1596,50.8047,converged,81377.36,49916.91,0.5889,0.00,0.0000,0.0405,0.0718,,,,,,,
45.9224,8,3,15.1909,61.1130,converged,81377.36,49916.91,0.5889,0.00,0.0000,0.0710,0.0875,,,,,,,
