jitter_ms,planned_steps,actual_steps,denoise_ms,total_cycle_ms,stop_reason,ego_x,ego_y,ego_yaw,ego_vx,delta_0,delta_1,delta_2,delta_3,delta_4,delta_5,delta_6,delta_7,delta_8,delta_9
41.6492,8,7,35.6256,77.2746,converged,81377.37,49916.91,0.5883,0.00,0.0000,1.0996,2.7115,2.4984,0.5965,0.3446,0.0990,,,
36.3771,9,9,50.8121,87.1891,completed,81377.37,49916.92,0.5886,0.00,0.0000,0.9058,2.7024,1.0024,3.4532,1.4902,0.9101,2.4235,3.0387,
55.9501,6,6,34.5293,90.4793,completed,81377.37,49916.92,0.5886,0.00,0.0000,1.3706,1.1947,1.5783,2.0489,3.7100,,,,
24.3033,10,7,35.6376,59.9406,converged,81377.38,49916.92,0.5883,0.00,0.0000,0.6222,1.1790,1.8097,0.3268,0.5857,0.0642,,,
48.3961,7,5,49.5077,97.9038,deadline,81377.38,49916.92,0.5883,0.00,0.0000,0.2205,3.8644,5.8999,1.1410,,,,,
25.8056,10,10,43.6656,69.4707,completed,81377.39,49916.93,0.5852,0.00,0.0000,0.3008,0.3011,2.3202,8.9615,1.4133,1.9192,1.8627,2.6401,2.5606
26.1754,10,10,59.6060,85.7810,completed,81377.39,49916.93,0.5852,0.00,0.0000,0.8647,1.6876,1.9114,1.2002,3.4973,2.3745,3.6762,4.1216,3.7017
48.5590,7,7,47.1590,95.7181,completed,81377.39,49916.93,0.5852,0.00,0.0000,1.2518,2.4562,3.2655,3.6924,5.3437,5.7142,,,
40.0233,8,8,41.5279,81.5509,completed,81377.39,49916.93,0.5852,0.00,0.0000,0.3153,0.8755,11.6685,5.2548,3.0046,0.2763,0.3415,,
28.0818,10,10,40.0881,68.1692,completed,81377.39,49916.93,0.5851,0.00,0.0000,0.6555,1.0986,0.3576,5.6890,3.4363,0.4777,2.1623,3.0254,2.8694
38.6636,9,8,46.6174,85.2804,converged,81377.39,49916.93,0.5851,0.00,0.0000,0.2518,0.1878,7.3808,7.8830,4.1823,1.2626,0.0504,,
51.5283,7,7,28.5279,80.0560,completed,81377.39,49916.93,0.5851,0.00,0.0000,0.5998,0.8328,7.2549,0.9747,2.4222,3.2963,,,
32.5519,10,10,46.3861,78.9372,completed,81377.39,49916.93,0.5851,0.00,0.0000,0.3620,0.7261,0.1741,3.9482,1.9925,0.8553,2.4808,2.9071,2.3933
47.8392,7,7,37.7771,85.6162,completed,81377.39,49916.93,0.5851,0.00,0.0000,1.1158,2.2879,3.5341,3.2409,4.7185,5.3573,,,
58.9498,5,5,22.2388,81.1879,completed,81377.39,49916.93,0.5851,0.00,0.0000,0.4134,14.1388,6.9014,0.7508,,,,,
23.1983,10,10,60.0380,83.2360,completed,81377.39,49916.93,0.5851,0.00,0.0000,0.7222,1.3296,1.0783,0.8478,1.9700,1.1995,3.2311,3.7407,3.2731
43.1920,8,8,44.2831,87.4741,completed,81377.39,49916.93,0.5851,0.00,0.0000,0.4750,0.3153,8.2552,4.9864,1.0795,2.0350,2.7221,,
59.9374,5,5,36.0044,95.9414,completed,81377.39,49916.93,0.5849,0.00,0.0000,2.4834,2.5644,3.3224,5.5513,,,,,
59.6797,5,5,29.2462,88.9252,completed,81377.39,49916.93,0.5849,0.00,0.0000,1.7326,1.7498,1.5766,3.8841,,,,,
25.2343,10,8,38.7720,64.0061,converged,81377.40,49916.93,0.5839,0.00,0.0000,0.0288,0.4727,5.3680,13.9319,4.6962,0.8691,0.0391,,
43.1319,8,8,35.0782,78.2092,completed,81377.40,49916.93,0.5839,0.00,0.0000,0.5287,1.0328,0.5954,2.6586,1.7942,4.1129,4.2604,,
41.1202,8,8,36.5168,77.6368,completed,81377.41,49916.94,0.5838,0.00,0.0000,0.5489,0.5378,2.2612,1.4199,0.5224,3.3619,3.6194,,
31.2903,10,10,46.1949,77.4850,completed,81377.41,49916.94,0.5838,0.00,0.0000,0.2465,0.2699,1.8987,11.1644,5.9755,1.4527,1.4624,2.4765,2.8032
32.2374,10,10,64.5656,96.8027,completed,81377.41,49916.94,0.5828,0.00,0.0000,1.1147,1.8572,2.3696,1.8533,2.2422,4.0359,5.1030,5.1877,4.2896
33.4808,10,10,47.9816,81.4616,completed,81377.41,49916.94,0.5828,0.00,0.0000,1.0065,1.6279,1.9908,1.9232,1.8448,2.6405,4.1841,4.8521,4.4532
51.3743,7,7,33.3060,84.6800,completed,81377.44,49916.96,0.5798,0.00,0.0000,0.9721,0.8419,2.7387,1.0328,2.6141,4.5098,,,
53.3240,6,6,32.0315,85.3555,completed,81377.44,49916.96,0.5798,0.00,0.0000,0.6056,17.0396,10.3043,0.4923,0.1090,,,,
22.2543,10,10,60.9856,83.2397,completed,81377.44,49916.96,0.5796,0.00,0.0000,0.6366,0.8743,0.4751,0.4160,1.5889,0.8332,3.1466,4.1158,3.8400
40.7608,8,7,24.8006,65.5606,converged,81377.44,49916.96,0.5796,0.00,0.0000,0.2163,2.6596,17.6522,7.0704,1.1593,0.0899,,,
46.3856,7,7,27.1995,73.5845,completed,81377.44,49916.96,0.5793,0.00,0.0000,0.8581,1.3899,1.6774,2.7670,4.1822,5.7155,,,
37.5374,9,9,30.4962,68.0332,completed,81377.44,49916.96,0.5793,0.00,0.0000,0.6099,0.6593,3.2556,11.8537,0.6630,1.5528,2.7174,2.9941,
36.1314,9,9,37.4335,73.5646,completed,81377.44,49916.96,0.5792,0.00,0.0000,1.1989,1.9930,1.8057,1.2447,2.6593,3.2152,4.7123,5.0070,
49.0626,7,7,25.7112,74.7733,completed,81377.44,49916.96,0.5791,0.00,0.0000,0.9242,1.4244,1.1832,1.7330,4.1810,5.4021,,,
42.6000,8,8,36.7674,79.3665,completed,81377.44,49916.96,0.5791,0.00,0.0000,0.6373,1.0813,0.5023,1.2081,1.4174,4.0069,4.6694,,
32.4486,10,10,35.6115,68.0595,completed,81377.44,49916.96,0.5789,0.00,0.0000,0.9926,1.6938,2.1423,2.2624,2.1335,2.8736,4.4289,4.7850,4.1077
28.2643,10,10,35.8915,64.1555,completed,81377.44,49916.96,0.5789,0.00,0.0000,0.5561,0.7659,0.2487,1.8520,0.5997,0.2873,2.6154,3.8254,3.7238
25.0643,10,10,45.0871,70.1512,completed,81377.44,49916.96,0.5787,0.00,0.0000,0.5250,0.5595,1.3935,11.7494,6.1726,1.4807,1.8094,2.6012,2.8440
36.9744,9,9,34.2903,71.2643,completed,81377.44,49916.96,0.5787,0.00,0.0000,0.1427,0.1279,3.1408,8.4422,2.0866,1.3882,2.9595,2.6665,
54.0174,6,6,40.8412,94.8582,completed,81377.44,49916.96,0.5784,0.00,0.0000,1.1663,0.3943,1.4435,1.4317,4.4687,,,,
54.7034,6,6,23.1754,77.8784,completed,81377.44,49916.96,0.5784,0.00,0.0000,0.9545,0.6389,1.1966,2.1761,4.6264,,,,
45.1764,8,8,38.6292,83.8053,completed,81377.46,49916.98,0.5784,0.00,0.0000,0.5313,0.6370,1.9924,0.5593,2.2883,4.1232,4.5459,,
53.2469,6,6,24.7781,78.0242,completed,81377.46,49916.98,0.5784,0.00,0.0000,0.8446,0.7416,2.4162,1.2008,4.5917,,,,
39.7812,9,9,37.5129,77.2940,completed,81377.48,49916.99,0.5785,0.00,0.0000,0.7080,1.1443,0.9069,0.2681,1.0820,3.4350,4.7793,4.2238,
57.6641,6,6,27.4228,85.0869,completed,81377.48,49916.99,0.5785,0.00,0.0000,1.2415,1.7602,1.3219,4.5259,6.2754,,,,
24.9512,10,10,52.8998,77.8509,completed,81377.50,49917.00,0.5785,0.13,0.0000,0.0371,0.4686,5.0971,17.7563,5.0341,2.0880,0.1474,0.1138,0.3274
51.7147,7,7,44.1389,95.8529,completed,81377.50,49917.00,0.5785,0.13,0.0000,1.2708,2.4022,3.5183,4.0961,6.9450,6.6165,,,
24.1244,10,10,47.0963,71.2203,completed,81377.56,49917.04,0.5782,0.34,0.0000,0.4108,0.6013,0.5959,0.4149,1.6385,1.5892,3.3194,4.6366,4.5161
48.9632,7,7,38.6249,87.5880,completed,81377.56,49917.04,0.5782,0.34,0.0000,0.7908,0.8762,0.6838,1.1162,3.8414,5.5838,,,
33.7672,10,10,50.8645,84.6315,completed,81377.70,49917.13,0.5780,0.63,0.0000,0.4466,0.5740,0.2677,0.4943,0.7544,1.9521,3.8698,4.7475,4.1732
59.0541,5,5,32.4098,91.4639,completed,81377.70,49917.13,0.5780,0.63,0.0000,1.7331,1.5562,2.9605,6.2747,,,,,
55.5565,6,6,26.6940,82.2500,completed,81377.90,49917.26,0.5786,1.01,0.0000,1.0274,0.1675,2.4687,1.4244,4.7288,,,,
54.2790,6,6,24.6861,78.9641,completed,81377.90,49917.26,0.5786,1.01,0.0000,0.8387,0.2054,4.6421,0.8401,4.2189,,,,
55.2341,6,6,24.3672,79.6012,completed,81378.21,49917.47,0.5796,1.43,0.0000,1.2829,2.3681,1.5385,4.3943,7.1810,,,,
38.6860,9,9,49.3123,87.9983,completed,81378.21,49917.47,0.5796,1.43,0.0000,0.6112,0.7872,0.4984,1.5927,0.9764,2.8496,5.0863,5.2796,
20.7871,10,10,42.8010,63.5881,completed,81378.62,49917.73,0.5822,1.70,0.0000,0.2955,0.3153,0.2779,0.6537,1.5692,1.3184,4.3592,5.3034,4.6083
58.7998,5,5,32.3541,91.1531,completed,81378.62,49917.73,0.5822,1.70,0.0000,0.9443,1.1098,2.5521,6.7443,,,,,
52.5352,6,6,29.2837,81.8187,completed,81379.08,49918.04,0.5836,2.06,0.0000,0.5571,4.4730,25.6385,8.0680,2.3896,,,,
24.9740,10,10,40.7008,65.6749,completed,81379.08,49918.04,0.5836,2.06,0.0000,0.7435,1.0324,1.3144,1.2972,0.7018,2.2158,4.3083,5.7976,5.5905
53.3411,6,6,24.9618,78.3028,completed,81379.65,49918.42,0.5817,2.49,0.0000,0.7630,1.2128,0.9686,4.5918,7.7890,,,,
