jitter_ms,planned_steps,actual_steps,denoise_ms,total_cycle_ms,stop_reason,ego_x,ego_y,ego_yaw,ego_vx,delta_0,delta_1,delta_2,delta_3,delta_4,delta_5,delta_6,delta_7,delta_8,delta_9
58.5294,5,5,35.9924,94.5214,completed,81377.36,49916.91,0.5890,0.00,0.0000,0.1143,0.6480,1.8022,2.7153,,,,,
51.2294,7,7,36.9955,88.2245,completed,81377.36,49916.91,0.5890,0.00,0.0000,0.0186,0.5715,1.3785,0.3691,0.5926,0.2538,,,
47.6562,7,7,30.2926,77.9486,completed,81377.36,49916.91,0.5890,0.00,0.0000,0.1940,0.1216,1.1340,0.7969,1.5468,1.4283,,,
49.3296,7,5,14.6851,64.0141,converged,81377.36,49916.91,0.5890,0.00,0.0000,0.1823,0.2008,0.6773,0.0975,,,,,
39.2725,9,7,30.3195,69.5915,converged,81377.36,49916.91,0.5890,0.00,0.0000,0.2233,0.2093,0.5235,0.5032,0.2121,0.0309,,,
43.0115,8,6,29.9526,72.9636,converged,81377.36,49916.91,0.5890,0.00,0.0000,0.1360,0.1042,0.4738,0.2338,0.0873,,,,
28.5059,10,10,55.2370,83.7420,completed,81377.36,49916.91,0.5890,0.00,0.0000,0.1166,0.1373,0.3706,1.1147,0.2561,0.7550,0.3026,0.1349,0.2889
24.9723,10,10,46.8509,71.8229,completed,81377.36,49916.91,0.5890,0.00,0.0000,0.1830,1.0991,3.2221,0.1713,5.7393,2.2843,2.3957,3.1365,2.8658
48.0064,7,3,13.9122,61.9182,converged,81377.36,49916.91,0.5890,0.00,0.0000,0.0186,0.0867,,,,,,,
37.8974,9,9,42.1913,80.0884,completed,81377.36,49916.91,0.5890,0.00,0.0000,0.2651,0.1886,0.2992,0.3825,0.1119,0.1924,0.2339,0.5924,
42.9584,8,6,21.8405,64.7985,converged,81377.36,49916.91,0.5890,0.00,0.0000,0.2736,0.1814,0.7196,0.3027,0.0555,,,,
27.3153,10,6,33.1988,60.5138,converged,81377.36,49916.91,0.5890,0.00,0.0000,0.1069,0.1079,0.1698,0.8901,0.0685,,,,
52.3922,6,6,31.1799,83.5719,completed,81377.36,49916.91,0.5890,0.00,0.0000,0.2062,0.5415,0.2499,1.0225,1.6311,,,,
50.6859,7,6,27.1062,77.7913,converged,81377.36,49916.91,0.5890,0.00,0.0000,0.1948,0.1084,1.0759,0.1061,0.0843,,,,
24.4123,10,10,38.5131,62.9251,completed,81377.36,49916.91,0.5890,0.00,0.0000,0.5616,2.2044,7.2591,8.5624,6.2518,3.7731,4.2347,4.1446,3.4632
59.4245,5,4,17.2430,76.6670,converged,81377.36,49916.91,0.5890,0.00,0.0000,0.0461,1.8057,0.0532,,,,,,
41.7746,8,6,19.4923,61.2664,converged,81377.36,49916.91,0.5890,0.00,0.0000,0.1637,0.1213,0.2699,0.1659,0.0205,,,,
30.2650,10,6,19.2350,49.4990,converged,81377.36,49916.91,0.5890,0.00,0.0000,0.1981,0.1260,0.2309,0.4284,0.0863,,,,
26.8961,10,8,43.0811,69.9771,converged,81377.36,49916.91,0.5890,0.00,0.0000,0.2419,0.1890,0.2843,0.4099,0.1542,0.1040,0.0238,,
24.4035,10,6,29.7743,54.1774,converged,81377.36,49916.91,0.5890,0.00,0.0000,0.3290,0.2213,0.5264,0.6666,0.0226,,,,
46.2530,7,6,32.7015,78.9546,converged,81377.36,49916.91,0.5890,0.00,0.0000,0.0994,0.2541,0.5829,0.1425,0.0332,,,,
39.2500,9,9,32.3397,71.5898,completed,81377.36,49916.91,0.5890,0.00,0.0000,0.0895,0.8101,0.6161,0.6418,3.0275,2.0976,2.5713,2.5522,
28.9360,10,7,30.4928,59.4278,converged,81377.36,49916.91,0.5890,0.00,0.0000,0.3760,0.2924,0.3378,0.4832,0.1311,0.0699,,,
49.1123,7,6,20.0730,69.1850,converged,81377.36,49916.91,0.5890,0.00,0.0000,0.2014,0.4094,0.4959,0.2627,0.0936,,,,
30.8191,10,10,35.9936,66.8127,completed,81377.36,49916.91,0.5890,0.00,0.0000,0.0422,0.3432,0.1753,1.5283,1.4987,0.4286,0.8984,1.2877,1.3310
57.2973,6,6,30.5985,87.8955,completed,81377.36,49916.91,0.5890,0.00,0.0000,0.1006,0.6195,0.3839,0.9067,2.4544,,,,
28.5792,10,10,37.3427,65.9218,completed,81377.36,49916.91,0.5890,0.00,0.0000,0.0946,0.1547,0.3205,0.1348,1.4855,0.9066,1.4736,2.0933,2.2660
32.2115,10,3,10.8433,43.0543,converged,81377.36,49916.91,0.5890,0.00,0.0000,0.0473,0.0835,,,,,,,
