38.8809,9,9,48.9661,87.8461,completed,3684.07,73774.90,-2.2441,0.00,0.0000,0.2662,0.4350,0.3286,0.5083,0.4348,0.7805,0.5441,0.3371,
24.6302,10,10,39.0690,63.6990,completed,3684.07,73774.90,-2.2441,0.00,0.0000,0.1485,0.2414,0.1952,0.2475,0.2374,0.3990,0.4415,0.5162,0.4475
32.7991,10,10,39.8853,72.6844,completed,3684.07,73774.90,-2.2441,0.00,0.0000,0.2415,0.4228,0.4479,0.5560,0.5921,0.7416,1.0616,0.5484,0.3056
47.7670,7,7,24.9066,72.6727,completed,3684.07,73774.90,-2.2441,0.00,0.0000,0.2201,0.2976,0.4468,0.7860,0.6951,0.6712,,,
45.5410,8,8,28.7774,74.3185,completed,3684.07,73774.90,-2.2441,0.00,0.0000,0.1519,0.2751,0.4748,2.3319,2.5170,1.0415,0.4720,,
58.0559,5,5,18.6315,76.6866,completed,3684.07,73774.90,-2.2441,0.00,0.0000,0.1108,0.2186,0.8235,1.1221,,,,,
38.3394,9,9,33.0576,71.3966,completed,3684.07,73774.90,-2.2441,0.02,0.0000,0.0915,0.2756,0.4118,0.9512,0.8096,1.3094,1.0531,0.5412,
37.5808,9,9,30.7678,68.3478,completed,3684.07,73774.90,-2.2441,0.02,0.0000,0.0837,0.2416,0.3865,0.8219,0.6390,0.9909,0.9191,0.4508,
24.1260,10,3,10.4612,34.5873,converged,3684.06,73774.89,-2.2442,0.07,0.0000,0.0495,0.0444,,,,,,,
54.2475,6,6,24.3408,78.5878,completed,3684.06,73774.89,-2.2442,0.07,0.0000,0.0791,0.1891,0.9965,0.7209,0.5247,,,,
37.3292,9,9,33.5841,70.9131,completed,3684.05,73774.87,-2.2444,0.12,0.0000,0.0668,0.1585,0.1719,0.4757,0.5698,0.9122,0.4231,0.2274,
32.7141,10,3,9.3472,42.0612,converged,3684.05,73774.87,-2.2444,0.12,0.0000,0.0129,0.0483,,,,,,,
46.3284,7,7,23.9675,70.2956,completed,3684.03,73774.84,-2.2448,0.18,0.0000,0.0800,0.1853,0.3107,1.1826,0.4901,0.2846,,,
36.3686,9,9,33.1445,69.5126,converged,3684.03,73774.84,-2.2448,0.18,0.0000,0.0404,0.1068,0.1416,0.4841,0.5672,0.2841,0.1859,0.0837,
54.1809,6,6,21.0370,75.2171,completed,3683.99,73774.80,-2.2453,0.26,0.0000,0.1069,0.1680,0.4829,0.5925,0.4665,,,,
32.7428,10,4,13.3137,46.0557,converged,3683.99,73774.80,-2.2453,0.26,0.0000,0.0324,0.1035,0.0956,,,,,,
59.9076,5,5,20.0625,79.9695,completed,3683.94,73774.74,-2.2456,0.37,0.0000,0.0432,0.1048,0.8560,0.7070,,,,,
32.7681,10,3,9.6147,42.3827,converged,3683.94,73774.74,-2.2456,0.37,0.0000,0.0080,0.0893,,,,,,,
32.2822,10,4,12.4478,44.7298,converged,3683.89,73774.67,-2.2454,0.47,0.0000,0.0706,0.1408,0.0927,,,,,,
41.3488,8,8,31.3941,72.7421,completed,3683.89,73774.67,-2.2454,0.47,0.0000,0.0886,0.1268,0.1081,0.3158,0.2888,0.2001,0.1463,,
22.6839,10,3,10.0594,32.7424,converged,3683.81,73774.57,-2.2450,0.58,0.0000,0.0200,0.0468,,,,,,,
57.9722,6,6,27.4736,85.4456,completed,3683.81,73774.57,-2.2450,0.58,0.0000,0.1107,0.1297,0.8243,0.8706,0.4749,,,,
41.9700,8,3,9.9664,51.9354,converged,3683.71,73774.45,-2.2443,0.72,0.0000,0.0155,0.0474,,,,,,,
39.8509,9,3,8.9995,48.8495,converged,3683.71,73774.45,-2.2443,0.72,0.0000,0.0348,0.0837,,,,,,,
31.4571,10,3,9.8785,41.3356,converged,3683.61,73774.32,-2.2433,0.85,0.0000,0.0242,0.0876,,,,,,,
38.9584,9,9,31.4877,70.4458,completed,3683.61,73774.32,-2.2433,0.85,0.0000,0.0235,0.1192,0.1451,0.2450,0.6497,0.3683,0.2667,0.1197,
44.9448,8,8,33.9987,78.9427,completed,3683.48,73774.16,-2.2417,1.01,0.0000,0.0514,0.1300,0.1787,0.5450,0.7014,0.3380,0.2190,,
59.4791,5,5,28.0133,87.4923,completed,3683.48,73774.16,-2.2417,1.01,0.0000,0.0171,0.2449,0.6358,0.6267,,,,,
44.7202,8,3,15.4430,60.1631,converged,3683.27,73773.90,-2.2395,1.24,0.0000,0.0310,0.0996,,,,,,,
20.4159,10,3,10.4213,30.8364,converged,3683.27,73773.90,-2.2395,1.24,0.0000,0.0132,0.0348,,,,,,,
25.4351,10,3,9.7518,35.1868,converged,3683.09,73773.66,-2.2382,1.42,0.0000,0.0301,0.0657,,,,,,,
40.0229,8,3,11.1054,51.1275,converged,3683.09,73773.66,-2.2382,1.42,0.0000,0.0115,0.0826,,,,,,,
28.6980,10,3,10.7215,39.4196,converged,3682.88,73773.39,-2.2374,1.62,0.0000,0.0329,0.0344,,,,,,,
31.1261,10,3,9.3203,40.4464,converged,3682.88,73773.39,-2.2374,1.62,0.0000,0.0541,0.0451,,,,,,,
49.8739,7,3,9.5000,59.3731,converged,3682.67,73773.13,-2.2375,1.80,0.0000,0.0323,0.0984,,,,,,,
58.6314,5,5,27.3950,86.0261,completed,3682.67,73773.13,-2.2375,1.80,0.0000,0.0494,0.3135,0.5827,0.3652,,,,,
37.8120,9,3,9.7414,47.5524,converged,3682.31,73772.67,-2.2361,2.04,0.0000,0.0264,0.0080,,,,,,,
52.4572,6,6,22.2986,74.7557,completed,3682.31,73772.67,-2.2361,2.04,0.0000,0.0365,0.1103,0.1660,0.4450,0.4368,,,,
27.7996,10,3,10.4528,38.2518,converged,3682.01,73772.29,-2.2347,2.21,0.0000,0.0428,0.0901,,,,,,,
46.2927,7,3,11.0883,57.3803,converged,3682.01,73772.29,-2.2347,2.21,0.0000,0.0475,0.0572,,,,,,,
44.2312,8,3,10.8367,55.0677,converged,3681.70,73771.89,-2.2353,2.36,0.0000,0.0326,0.0217,,,,,,,
41.3387,8,3,9.5722,50.9102,converged,3681.70,73771.89,-2.2353,2.36,0.0000,0.0578,0.0658,,,,,,,
28.3039,10,3,9.5828,37.8858,converged,3681.36,73771.46,-2.2366,2.49,0.0000,0.0308,0.0306,,,,,,,
46.6688,7,7,26.3347,73.0027,completed,3681.36,73771.46,-2.2366,2.49,0.0000,0.0728,0.1867,0.4488,0.5744,0.6597,0.2816,,,
46.7006,7,3,10.0477,56.7477,converged,3681.01,73771.01,-2.2363,2.62,0.0000,0.0443,0.0933,,,,,,,
56.1755,6,6,26.8342,83.0092,completed,3681.01,73771.01,-2.2363,2.62,0.0000,0.0973,0.1847,0.2909,0.4144,0.1481,,,,
54.8853,6,6,22.1317,77.0167,completed,3680.59,73770.48,-2.2362,2.73,0.0000,0.0590,0.1279,0.3469,0.3678,0.4249,,,,
47.5834,7,7,24.5307,72.1137,completed,3680.59,73770.48,-2.2362,2.73,0.0000,0.0750,0.1274,0.1985,0.5565,0.5055,0.1274,,,
53.9096,6,6,25.0482,78.9572,completed,3680.12,73769.88,-2.2385,2.85,0.0000,0.0675,0.1165,0.1479,0.5984,0.6397,,,,
59.1152,5,5,22.0595,81.1745,completed,3680.12,73769.88,-2.2385,2.85,0.0000,0.0944,0.1758,0.5052,0.3779,,,,,
47.1688,7,7,25.7750,72.9430,completed,3679.62,73769.25,-2.2454,2.96,0.0000,0.1181,0.2015,0.4369,0.6842,0.4695,0.2858,,,
24.9476,10,3,9.9331,34.8801,converged,3679.62,73769.25,-2.2454,2.96,0.0000,0.0357,0.0588,,,,,,,
55.0651,6,6,22.6920,77.7571,completed,3679.20,73768.73,-2.2473,3.04,0.0000,0.0871,0.1987,0.6377,0.9068,0.1651,,,,
21.5924,10,3,13.4281,35.0202,converged,3679.20,73768.73,-2.2473,3.04,0.0000,0.0550,0.0743,,,,,,,
25.9137,10,3,13.5603,39.4733,converged,3678.77,73768.19,-2.2471,3.10,0.0000,0.0282,0.0372,,,,,,,
43.9134,8,3,10.3044,54.2175,converged,3678.77,73768.19,-2.2471,3.10,0.0000,0.0950,0.0815,,,,,,,
25.5512,10,3,9.3705,34.9215,converged,3678.33,73767.64,-2.2473,3.14,0.0000,0.0382,0.0407,,,,,,,
51.3279,7,7,24.7651,76.0921,completed,3678.33,73767.64,-2.2473,3.14,0.0000,0.0265,0.1021,0.3056,0.5878,0.4110,0.2885,,,
36.6363,9,9,32.5814,69.2175,completed,3677.88,73767.09,-2.2434,3.17,0.0000,0.0547,0.1034,0.2120,0.4801,0.8641,0.3998,0.2560,0.2072,
36.2918,9,3,10.1247,46.4157,converged,3677.88,73767.09,-2.2434,3.17,0.0000,0.0253,0.0450,,,,,,,
