jitter_ms,planned_steps,actual_steps,denoise_ms,total_cycle_ms,stop_reason,ego_x,ego_y,ego_yaw,ego_vx,delta_0,delta_1,delta_2,delta_3,delta_4,delta_5,delta_6,delta_7,delta_8,delta_9
29.9773,10,7,42.8407,72.8177,converged,81377.35,49916.91,0.5894,0.00,0.0000,0.7863,1.0810,3.8688,3.1908,0.2646,0.0506,,,
40.4535,8,8,61.0320,101.4850,completed,81377.35,49916.91,0.5894,0.00,0.0000,1.0343,2.7390,3.8041,6.8477,1.5791,1.0782,0.4657,,
31.5548,10,10,60.6036,92.1576,completed,81377.35,49916.91,0.5892,0.00,0.0000,0.2699,1.0330,0.9641,0.4181,3.9268,0.3563,0.1164,0.4456,0.3386
26.9501,10,6,28.3236,55.2737,converged,81377.35,49916.91,0.5892,0.00,0.0000,0.8097,1.2963,3.9961,2.8275,0.0645,,,,
51.1461,7,6,32.0876,83.2337,converged,81377.36,49916.91,0.5890,0.00,0.0000,1.0181,2.1915,4.2934,0.2203,0.0249,,,,
24.6774,10,9,58.9683,83.6453,converged,81377.36,49916.91,0.5890,0.00,0.0000,0.3805,0.1617,1.2015,4.6336,2.5708,1.6705,0.5171,0.0143,
54.9303,6,6,28.5461,83.4761,completed,81377.36,49916.91,0.5890,0.00,0.0000,0.7375,1.4991,3.1433,0.6991,0.6244,,,,
29.6443,10,9,41.1419,70.7860,converged,81377.36,49916.91,0.5890,0.00,0.0000,0.0327,0.4954,0.1995,3.1736,1.3056,0.3038,0.1242,0.0884,
28.9534,10,10,49.1033,78.0563,completed,81377.36,49916.91,0.5889,0.00,0.0000,0.2008,0.9183,1.0952,4.0111,1.7213,1.3034,1.0539,0.3511,0.2032
29.8058,10,10,50.7557,80.5608,completed,81377.36,49916.91,0.5889,0.00,0.0000,0.0834,0.8577,0.9744,0.2680,4.7908,0.7424,0.6418,0.6429,0.3962
38.5960,9,8,32.6896,71.2856,converged,81377.36,49916.91,0.5889,0.00,0.0000,0.4323,0.1769,3.4706,3.6988,0.6129,0.2467,0.0124,,
56.0982,6,6,33.9930,90.0910,completed,81377.36,49916.91,0.5889,0.00,0.0000,0.3836,2.6335,2.8000,1.7075,1.2192,,,,
59.5794,5,5,24.4384,84.0174,completed,81377.36,49916.91,0.5890,0.00,0.0000,0.8405,4.0444,3.0202,1.7552,,,,,
32.1274,10,8,42.3600,74.4870,converged,81377.36,49916.91,0.5890,0.00,0.0000,0.5681,0.8585,3.8823,4.5070,0.6895,0.4248,0.0790,,
26.0072,10,8,26.5807,52.5877,converged,81377.36,49916.91,0.5889,0.00,0.0000,0.4002,0.2930,2.6586,5.2937,0.5105,0.1787,0.0855,,
59.2211,5,5,22.4239,81.6450,converged,81377.36,49916.91,0.5889,0.00,0.0000,2.3989,7.1080,0.3771,0.0190,,,,,
59.6624,5,5,32.4653,92.1274,completed,81377.36,49916.91,0.5890,0.00,0.0000,0.1090,5.8302,2.6316,1.6404,,,,,
23.0521,10,9,41.6855,64.7375,converged,81377.36,49916.91,0.5890,0.00,0.0000,0.5470,0.2477,0.5389,3.8435,0.3966,0.2749,0.2807,0.0924,
41.7947,8,7,36.4416,78.2357,converged,81377.36,49916.91,0.5890,0.00,0.0000,0.4934,0.9023,5.2629,0.6670,0.1752,0.0246,,,
57.7265,6,5,20.3996,78.1257,converged,81377.36,49916.91,0.5890,0.00,0.0000,1.8499,5.0949,0.7202,0.0315,,,,,
46.4418,7,6,23.7822,70.2232,converged,81377.36,49916.91,0.5890,0.00,0.0000,0.5999,2.6854,4.5104,0.4609,0.0597,,,,
37.0568,9,8,29.3391,66.3951,converged,81377.36,49916.91,0.5890,0.00,0.0000,0.5081,0.2907,2.8134,4.3767,1.2979,0.7269,0.0156,,
55.0489,6,5,21.7281,76.7761,converged,81377.36,49916.91,0.5890,0.00,0.0000,1.1787,4.7658,1.0405,0.0771,,,,,
47.1716,7,7,30.1766,77.3476,completed,81377.36,49916.91,0.5890,0.00,0.0000,0.0831,1.1171,1.1567,1.9421,0.6391,0.4237,,,
44.5487,8,8,48.6165,93.1646,completed,81377.36,49916.91,0.5890,0.00,0.0000,0.3971,1.3754,1.3521,0.5647,0.7400,0.2332,0.1851,,
35.2170,9,9,40.0549,75.2719,completed,81377.36,49916.91,0.5890,0.00,0.0000,0.1375,0.5151,0.9936,1.1589,0.9323,0.1360,0.2286,0.2386,
